DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2019-02-15,"12  fenton green, church street, kilcock",,Kildare,310000.0,No,Yes,New Dwelling house /Apartment,
2013-11-15,"12 bellgree heights, tyrellstown",Dublin 15,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-09,"36 the crescent, inse bay, laytown",,Meath,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-23,"kilquane, ballydavid, tralee",,Kerry,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-17,"ballycallen, fenagh, leitrim",Dublin 11,Leitrim,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-02,"apt 27 millfield, the links, station rd",Dublin 13,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-09-02,"mungoduff, kiltegan, wicklow",,Wicklow,45000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-03-06,"62 kierans crescent, kilkenny",,Kilkenny,162500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-12,"40 bayview holiday cottages, dunmore east, waterford",,Waterford,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-23,"24 castle park, carrick on suir, co tipperary",,Tipperary,195000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-20,"10 woodberry court, golf links road, roscommon",,Roscommon,140969.15,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2021-10-11,"6 maple lawn, ballon, co. carlow",,Carlow,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-02-06,"36 costa na mara, oranmore, galway",,Galway,208000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-30,"18 rathmill green, rathcoole",Dublin 24,Dublin,321585.9,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-04-12,"86 the crescent, carrickmines manor, glenamuck rd dublin 18",Dublin 18,Dublin,482000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-04-23,"2, sliabh rua, drumlish",,Longford,126651.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2016-05-09,"1 cyprian ave, rheban manor, athy",,Kildare,93543.23,No,No,Second-Hand Dwelling house /Apartment,
2021-03-02,"4 park lane, chapelizod, dublin 20",Dublin 20,Dublin,452000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-02-28,"apt 2, 7 ormond quay, dublin 1",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-25,"2 mount southwell terrace, letterkenny, donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-09-11,"apt 13 abbeylands, mullingar, abbeylands",,Westmeath,40000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-22,"mullaghmore, castlerahan, cavan",,Cavan,356000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-06,"10 kennedy park, tramore, waterford",,Waterford,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-23,"92 lohunda downs, clonsilla, dublin 15",Dublin 15,Dublin,263000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-12,"51 liam healy rd, fair hill, cork",,Cork,138000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-17,"59 ardleigh, bracken grove, old tramore rd",,Waterford,188000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-28,"7 woodlands close, birr, offaly",,Offaly,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-11-17,"30 the way, meadowvale, arklow",,Wicklow,140969.2,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2013-12-03,"44 palace crescent, ardnacassa, longford",,Longford,10000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-01-10,"6 block a citywest, tallaght belfry hall, dublin 24",Dublin 24,Dublin,197000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-02-12,"13 earlsfort lane, lucan, dublin",,Dublin,128000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-11,"5, glenrichmond, glanmire",,Cork,507000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-12,"ballyknock, ballymitty, wexford",,Wexford,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-01-14,"15 the grange, ballyboughal, co dublin",,Dublin,195000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2017-09-25,"50 drisin ballymoneen rd, galway",,Galway,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-03,"28 clogher li, tralee, kerry",,Kerry,84500.0,No,No,Second-Hand Dwelling house /Apartment,
2015-07-08,"63 rathborne court, ashtown, dublin 15",Dublin 15,Dublin,256000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-02-18,"803 kilbeg, kildangan, monasterevin",,Kildare,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-12-11,"8 colpe crescent, deepforde, drogheda",,Meath,355000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-06-02,"boycetown, dunsany, co meath",,Meath,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-03,"44 the meadows, castle farm, dunboyne",,Meath,348017.62,No,Yes,New Dwelling house /Apartment,
2021-05-21,"26 gort an ghabhann, claregalway",,Galway,222331.88,No,Yes,New Dwelling house /Apartment,
2018-10-26,"20 lintown dr, kilkenny, kilkenny",,Kilkenny,193500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-24,"32 all hallows green, drumcondra, dublin 9",Dublin 9,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-12,"51 gillabbey street, cork city",,Cork,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-09-19,"5 thorndale avenue, artane",,Dublin,258000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-26,"25 redwood pk, hollystown, dublin 15",Dublin 15,Dublin,336000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-26,"10 carrig ave, carrig na curra, carrigaline",,Cork,222000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-27,"2 cloonarkin dr, oranmore, galway",,Galway,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-28,"50 harbour court, mullingar, westmeath",,Westmeath,44000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-12,"1 bishops court, sheetland rd, termonfeckin",,Louth,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-08,"coneyburrow house, stralongford, drumkeen",,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-12-11,"46a beech hill drive, donnybrook, dublin 4",,Dublin,447000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-01,"pettiswood, mullingar, co. westmeath",,Westmeath,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-09-21,"johnstown, navan",,Meath,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-17,"68 clontarf park, vernon ave, clontarf dublin 3",Dublin 3,Dublin,525000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-22,"25 martin street, portobello",Dublin 8,Dublin,366000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-01-22,"116 templeville rd, templeogue, dublin 6w",,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-12-22,"36 lake side gardens, kilminchy, portlaoise",,Laois,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-15,"corcullen, galway",,Galway,875000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-09,"the walk, roscommon, co. roscommon",,Roscommon,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-08-02,"1 ballyhealy cottages, kilmore, wexford",,Wexford,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-03,"1 woodview, ballymurn",,Wexford,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-07-01,"3 sydenham villas putland row, bray",,Wicklow,420000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-28,"2473 conroy park, kilcullen, kildare",,Kildare,147000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-07-05,"59 hillside drive, mullingar",,Westmeath,122500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-12-18,"croan, clonmel, co tipperary",,Tipperary,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-26,"46 pomeroy park, rathangan, kildare",,Kildare,175000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-11-13,"nos. 12  13  14  & 15, pairc na coille, showgrounds road  ennis",,Clare,137444.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-11-02,"43 pococke valley, johnswell rd, kilkenny",,Kilkenny,205000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-08-26,"11 highthorn park, mounttown, dunlaoire",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-03-19,"50 primrose avenue, portlaoise, esker hills",,Laois,192000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-09-22,"2 the circle, gleann na ri, blarney",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-04,"10 oldfield hall, ticknock hill, sandyford dublin 18",Dublin 18,Dublin,344000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-19,"145 oldtown woods, celbridge, kildare",,Kildare,334800.0,No,Yes,New Dwelling house /Apartment,
2019-07-25,"carrowcushlann, ballina, county mayo",,Mayo,62000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-02-26,"34 ballygall parade, finglas, dublin 11",,Dublin,82500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-30,"37 bridle walk village, kilminchy, portlaoise",,Laois,102000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-27,"12 the mews, heathfield, carriganara",,Cork,333722.0,No,Yes,New Dwelling house /Apartment,
2011-11-28,"29 rochford park, kill",,Kildare,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-17,"142 the links, elm park, merrion road",Dublin 4,Dublin,167117.0,No,No,Second-Hand Dwelling house /Apartment,
2012-06-01,"kilcausey, kilcar",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-01-15,"141 the heath, gorey",,Wexford,114543.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-12-01,"73 the wavering, blainroe, co. wicklow",,Wicklow,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-05-24,"kippagh, kanturk, county cork",,Cork,60000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-01,"97 church ave, drumcondra, dublin 9",Dublin 9,Dublin,685000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-09-05,"market street, cahir",,Tipperary,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-23,"5 holly ridge, broomfield west, midleton",,Cork,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-04,"lathive beg, ballyferriter, co kerry",,Kerry,42000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-12-01,"20 meadowlands, athboy, meath",,Meath,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-26,"130 foxrock park, foxrock, dublin 18",Dublin 18,Dublin,557500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-07-26,"62 cnoc an cairn, dingle",,Kerry,290000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2014-05-27,"65 lower drumcondra road, dublin 9",Dublin 9,Dublin,251000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-14,"23 sandymount, ludden, buncrana",,Donegal,137000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-02-05,"21 seaview avenue, cnoc namara, blackrock",,Louth,215859.04,No,Yes,New Dwelling house /Apartment,
2018-11-06,"poets corner, kileeneen, craughwell",,Galway,276325.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-30,"77 blasket sq, waterville, blanchardstown dublin 15",Dublin 15,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-29,"61 mountain view, crinken glen, shankill dublin 18",Dublin 18,Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-11-26,"57 riverside, kilmalogue, portarlington",,Offaly,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-30,"17 ardliath, rossnowlagh, donegal",,Donegal,162000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-14,"383 carrick road, mooncoin, co kilkenny",,Kilkenny,162000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-05-28,"suite 9, mulranny park hotel, mulranny",,Mayo,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-26,"15 bloomfield park, portobello, dublin 8",Dublin 8,Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-08-20,"kinvara, kilbush, rush",,Dublin,206000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-03,"54 college rise, drogheda, louth",,Louth,124000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-18,"52 park lane grange rath, drogheda, louth",,Meath,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-09-20,"farmhill, crossabeg",,Wexford,125000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-03,"roslyn, claremont rd, howth dublin 13",Dublin 13,Dublin,1910000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-08-22,"183 greenpark meadows, mullingar",,Westmeath,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-14,"5 the stables, barraduff, killarney",,Kerry,247000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-25,"19 watereside, ashe quay, fermoy",,Cork,112000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-23,"15 waterside crescent, swords rd, malahide",,Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-18,"46 fan glas, adamstown, kilmeaden",,Waterford,252500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-11-06,"64 milltown hall, milltown, dublin 6",,Dublin,218121.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-09,"badgers cottage, dunmore east, co waterford",,Waterford,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-11-04,"islandtarsney south, fenor, waterford",,Waterford,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-04-16,"11 aylesbury avenue, ferrybank",,Kilkenny,90000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-04-02,"181 landen road, ballyfermot",Dublin 10,Dublin,65575.0,Yes,No,Second-Hand Dwelling house /Apartment,
2016-07-22,"72 rossecourt heights, balgaddy road, lucan",,Dublin,169000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-08-02,"16 cnoc na greine sq, cnoc na greine, kilcullen",,Kildare,224000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2011-05-05,"golan, tydavnet",,Monaghan,102000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-10-14,"81 abbeyfield, balitore",,Kildare,190000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-12-21,"15 the steeples, fair green, gowran",,Kilkenny,88105.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-10-22,"11 seagrave court, meakstown, finglas",Dublin 11,Dublin,125708.0,Yes,No,Second-Hand Dwelling house /Apartment,
2021-07-23,"74 the boulevard, bellgree, tyrrellstown dublin 15",Dublin 15,Dublin,302000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-09-28,"3  the park, harbour heights, rochestown road",,Cork,175000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2021-07-16,"42  taylor hill boulevard, balbriggan",,Dublin,317180.61,No,Yes,New Dwelling house /Apartment,
2016-08-12,"13 market sq, killorglin, kerry",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-01-05,"boolard, dromina, charleville",,Cork,44820.0,Yes,No,Second-Hand Dwelling house /Apartment,
2014-08-05,"79 seabury lawns, mornington, meath",,Meath,153000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-12,"48 inver geal, carrick on shannon, leitrim",,Roscommon,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-05-15,"4 rathmichael lawns, old bray rd, shankill",Dublin 18,Dublin,765000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-30,"4 rossecourt house rossecourt lucan, dublin",Dublin 15,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-06-26,"5 darley lane, belmont  aitkens village, stepaside",,Dublin,444933.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2011-09-23,"74 templeroan avenue, knocklyon",Dublin 16,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-06-02,"54 ardkill place, garrymore, ballinagh",,Cavan,105726.87,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2018-08-30,"32 the crescent, larch hill, santry dublin 17",Dublin 17,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-02-16,"beechwood, raffeen hill monkstown, cork",,Cork,375000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-06-06,"17 the sycamore, elmfield, ballyogan dublin 18",Dublin 18,Dublin,266090.15,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2014-10-10,"8 kilkenny close, castlebar, mayo",,Mayo,100000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-23,"208 cartur mor, clybaun rd, galway",,Galway,247000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-10-29,"3 the old stables, seapoint road, bray",,Wicklow,431700.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2014-12-22,"8 cluain ard, ardnacassa, longford",,Longford,13500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-04,"24 laurel pk, patrickswell, limerick",,Limerick,145000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-03-15,"kill saint anne south, berryhill, castlelyons",,Cork,425000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
2017-08-04,"51 cois li, ballyvelly, tralee",,Kerry,135000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-06-16,"55 williamstown park, waterford",,Waterford,227000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-23,"7 the grove, gleann na ri tower, blarney",,Cork,197000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-07-17,"7 hillview, rathcoole, dublin",Dublin 24,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-10-16,"coolbawn, lower shanbally, ringaskiddy",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-30,"marble hill house, dunfanaghy, letterkenny",,Donegal,559500.0,No,No,Second-Hand Dwelling house /Apartment,
2011-10-19,"161 cluain ri, ashbourne, co. meath",,Meath,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-28,"14 chanel manor close, coolock",,Dublin,425000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
2018-03-09,"35 oriel cove, clogherhead, louth",,Louth,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-11-09,"35 drynam view, kinsealy, dublin",,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2012-07-17,"39 cherrywood, loughlinstown",,Dublin,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-12-16,"ardristan, rathoe, carlow",,Carlow,180616.74,No,No,Second-Hand Dwelling house /Apartment,
2014-12-04,"14, hobble court, leamy street",,Waterford,35833.33,No,No,Second-Hand Dwelling house /Apartment,
2017-05-11,"33 the sycamores, classes lake, ovens",,Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-11-12,"37 springfort meadows, nenagh, tipperary",,Tipperary,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-08-15,"johnstown, duncormick, wexford",,Wexford,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-02-19,"39 st josephs place, dorset st, dublin 7",,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-12-13,"61 st patricks close, skerries, dublin",,Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-15,"8 ros gias, monasterevin, kildare",,Kildare,103000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-01,"apt8   block 1 ard aoibhinn, craddockstown road, naas",,Kildare,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-04-05,"100 rathmines town centre, rathmines rd lower, rathmines dublin 6",Dublin 6,Dublin,118333.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-02-18,"136 gleann dara, bishop o donnell rd, galway",,Galway,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-14,"38 sceilg ard, headford rd, galway",,Galway,147500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-02-08,"carheen, tourmakeady, claremorris",,Mayo,25000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-09-15,"failte, kilrush, dungarvan",,Waterford,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-04-28,"120-122  &120a, lower kilmacud road, stillorgan",,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-06-15,"ballinacash, oulart, gorey",,Wexford,167000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-05-03,"54 stonebridge, ratoath, co. meath",,Meath,277532.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-03-30,"70 drynam avenue, kinsealy",,Dublin,138000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-06-16,"8 myrtle close, the coast, baldoyle",Dublin 13,Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-10-05,"no 16, rockfield close, ardee",,Louth,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-11,"rafeenan, ballinode, monaghan",,Monaghan,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-30,"47 the glebe, church rd, ballina",,Mayo,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-12-01,"3 carraig craobh, crievesmith  letterkenny",,Donegal,139200.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2020-07-09,"clonmucker, kenagh, co. longford",,Longford,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2013-11-22,"tumblynn, belmont, birr",,Offaly,82500.0,No,No,Second-Hand Dwelling house /Apartment,
2016-05-30,"65 lower careys road, limerick",,Limerick,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-07,"97 parklands, youghal",,Cork,162000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2012-03-21,"3 kilkenny street, gowran, kilkenny",,Kilkenny,47200.0,Yes,No,Second-Hand Dwelling house /Apartment,
2019-02-19,"5 red abbey st, cork, cork",,Cork,122000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-05-24,"35 sandyvale lawn, headford road, gaway",,Galway,115000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-07,"26 templeogue lodge, templeogue",,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,
2018-07-04,"1 johnstown bridge, waterford city, waterford",,Waterford,70000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-09-30,"12 youghalarra way, newtown, nenagh",,Tipperary,306000.0,No,No,Second-Hand Dwelling house /Apartment,
2020-11-20,"8 cliftonville rd, glasnevin, dublin 9",Dublin 9,Dublin,696000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-05-27,"22 castlequarter heights, fedamore, limerick",,Limerick,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-08-28,"46 glencairn rise, the gallops, sandyford dublin 18",Dublin 18,Dublin,562500.0,No,No,Second-Hand Dwelling house /Apartment,
2019-08-22,"gullane, clonakilty, cork",,Cork,420000.0,No,No,Second-Hand Dwelling house /Apartment,
2013-08-12,"laragh, attymon, athenry",,Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-04-02,"apt 1 main street, moylough, co galway",,Galway,23500.0,No,No,Second-Hand Dwelling house /Apartment,
2020-10-14,"31 the crescent, st marnock's bay, portmarnock",,Dublin,563874.4,No,Yes,New Dwelling house /Apartment,
2019-10-17,"number 39, browneshill rise, browneshill road",,Carlow,193392.07,No,Yes,New Dwelling house /Apartment,
2022-01-05,"clonora, glengoole, thurles",,Tipperary,65000.0,No,No,Second-Hand Dwelling house /Apartment,
2010-05-10,"113 the maples, ballyhaunis",,Mayo,159500.0,No,No,Second-Hand Dwelling house /Apartment,
2011-11-23,"gortachoosh & carrickmakeegan, corrawallen p.o.",,Leitrim,50000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-10-15,"1 tower hamlet, farnham st, cavan town",,Cavan,63500.0,No,No,Second-Hand Dwelling house /Apartment,
2018-01-19,"30 oak vale, bailis downs, navan",,Meath,233600.0,No,No,Second-Hand Dwelling house /Apartment,
2016-11-01,"77 boyne meadows, edenderry, offaly",,Offaly,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-07-07,"martinstown, kilmallock, co. limerick",,Limerick,82500.0,No,No,Second-Hand Dwelling house /Apartment,
2012-05-03,"no 12 ban na greine, naas",,Kildare,214450.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-10,"105 mount prospect drive, clontarf",Dublin 3,Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,
2011-04-07,"gorteenduvane, cappawhite, co. tipperary",,Tipperary,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-08-24,"68 wylies hill, ballybay, monaghan",,Monaghan,53500.0,No,No,Second-Hand Dwelling house /Apartment,
2014-06-09,"308c the hazel, grange hall, bretonfield rd",Dublin 16,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-07-07,"apt 209 eden bay apartments, west end, bundoran",,Donegal,83000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-12-19,"4 great connell road, newbridge, co. kildare",,Kildare,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2021-03-22,"27 the willows, classis lake, ovens",,Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2015-03-20,"4 fernville, clerihan, clonmel",,Tipperary,162500.0,No,No,Second-Hand Dwelling house /Apartment,
2017-03-14,"61 waterville terrace, blanchardstown, dublin 15",Dublin 15,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,
2017-11-30,"10 greenmount ave, greenmount, cork",,Cork,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2016-01-15,"31 the headlands putland rd bray, wicklow",,Wicklow,440000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-06-21,"60 carrow rd, drimnagh, dublin 12",Dublin 12,Dublin,290000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2013-08-14,"13 monestary street, waterford",,Waterford,35000.0,No,No,Second-Hand Dwelling house /Apartment,
2014-12-22,"25 cillard, bohermore, co galway",,Galway,100760.0,No,No,Second-Hand Dwelling house /Apartment,
2013-06-29,"ardea, tuosist",,Kildare,44000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2018-04-12,"22 highbury, waterpark, carrigaline",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2019-07-18,"1 rathborne square, rathborne, ashtown",,Dublin,356828.19,No,Yes,New Dwelling house /Apartment,
2020-05-05,"cullenagh lower, beaufort, co kerry",,Kerry,342500.0,No,No,Second-Hand Dwelling house /Apartment,
2013-10-31,"38 aughrim hall, aughrim lower, aughrim",,Wicklow,189427.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
