DateofSale(yyyy-mm-dd),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,CleanedPrice(€),Town,StockPrice,Population,quarter,QuarterNumber
2020-08-21,"['3 coral grove', ' dunmore east', ' co waterford']",,Waterford,285000.0,No,No,Second-Hand Dwelling house /Apartment,,285000.0,,3397.16,,2020Q3,3.0
2021-10-27,"['40 the park', ' citywest village', ' citywest']",Dublin 24,Dublin,395000.0,No,Yes,New Dwelling house /Apartment,,395000.0,,4551.68,,2021Q4,4.0
2018-01-08,"['8 maple dr', ' drumgols woods', ' co cavan']",,Cavan,175000.0,No,No,Second-Hand Dwelling house /Apartment,,175000.00000000003,,2747.71,,2018Q1,1.0
2013-08-30,"['165 elm mount avenue', ' beamont', ' dublin 9']",Dublin 9,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,275000.00000000006,,1632.97,,2013Q3,3.0
2017-02-27,"['38 cedarwood dr', ' castleheights', ' kilmoney rd']",,Cork,211538.46,No,No,Second-Hand Dwelling house /Apartment,,211538.46000000017,,2369.75,,2017Q1,1.0
2020-11-30,"['hollyburn', ' larkhill rd', ' sligo']",,Sligo,250000.0,No,No,Second-Hand Dwelling house /Apartment,,249999.99999999985,Sligo,3621.63,19199.0,2020Q4,4.0
2016-07-25,"['62 embassy manor', ' kill', ' kildare']",,Kildare,245000.0,No,No,Second-Hand Dwelling house /Apartment,,244999.99999999985,,2168.48,,2016Q3,3.0
2017-07-27,"['apt 7 lar na cathrach', ' abbey trinity', ' tuam']",,Galway,40000.0,No,No,Second-Hand Dwelling house /Apartment,,39999.99999999997,Small Towns,2475.42,,2017Q3,3.0
2018-03-08,"['56 conquer hill rd', ' clontarf', ' dublin 3']",Dublin 3,Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,,595000.0000000001,,2738.97,,2018Q1,1.0
2011-11-04,"['8 keatingstown', ' wicklow town']",,Wicklow,367000.0,No,No,Second-Hand Dwelling house /Apartment,,366999.9999999997,,1253.23,,2011Q4,4.0
2012-09-05,"['bramblewood', ' laragh', ' maynooth']",,Kildare,215000.0,No,No,Second-Hand Dwelling house /Apartment,,215000.0000000001,,1403.44,,2012Q3,3.0
2015-12-08,"['drakestown', ' ardee', ' louth']",,Louth,60000.0,No,No,Second-Hand Dwelling house /Apartment,,60000.00000000002,Small Towns,2063.59,,2015Q4,4.0
2019-01-31,"['53 verbena lawn', ' sutton', ' dublin 13']",Dublin 13,Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,,405000.0000000001,,2704.1,,2019Q1,1.0
2016-09-29,"['61 ashley hall', ' st. edmunds', ' palmerstown']",Dublin 20,Dublin,126194.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,126194.0,,2151.13,,2016Q3,3.0
2018-09-07,"['the haggard', ' gower hass', ' kilrush']",,Clare,217500.0,No,No,Second-Hand Dwelling house /Apartment,,217500.00000000012,Small Towns,2871.68,,2018Q3,3.0
2017-07-07,"['1 beverley', ' donnybrook hill', ' douglas']",,Cork,624250.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,624250.0000000006,,2425.18,,2017Q3,3.0
2021-05-07,"['145 athlumney castle', ' navan', ' meath']",,Meath,260000.0,No,No,Second-Hand Dwelling house /Apartment,,260000.00000000012,Navan,4232.6,30173.0,2021Q2,2.0
2019-08-28,"['9 old windmill court', ' lower gerard griffin st', ' limerick']",,Limerick,154000.0,No,No,Second-Hand Dwelling house /Apartment,,154000.00000000003,Limerick,2887.94,94192.0,2019Q3,3.0
2018-07-26,"['22 owen dore crescent', ' rathfarnham', ' dublin 14']",Dublin 14,Dublin,485000.0,No,No,Second-Hand Dwelling house /Apartment,,485000.0000000004,,2837.44,,2018Q3,3.0
2011-10-24,"['knockanish', ' the spa', ' tralee']",,Kerry,136000.0,No,No,Second-Hand Dwelling house /Apartment,,135999.99999999988,Tralee,1254.19,23691.0,2011Q4,4.0
2020-02-24,"['moyne lodge', ' richardstown', ' clane']",,Kildare,500000.0,No,No,Second-Hand Dwelling house /Apartment,,499999.9999999997,,3225.89,,2020Q1,1.0
2019-06-07,"['4 oak tree drive', ' meadowfields', ' the moyne']",,Wexford,160000.0,No,Yes,New Dwelling house /Apartment,,159999.9999999999,,2873.34,,2019Q2,2.0
2019-11-18,"['4 manor green', ' grange manor', ' ovens']",,Cork,246000.0,No,No,Second-Hand Dwelling house /Apartment,,246000.0000000001,,3122.03,,2019Q4,4.0
2012-08-20,"['anner castle', ' ballinamore', ' clonmel']",,Tipperary,500000.0,No,No,Second-Hand Dwelling house /Apartment,,499999.9999999997,Small Towns,1418.13,,2012Q3,3.0
2016-05-16,"['kilnagrange', ' kilmacthomas', ' co. waterford']",,Waterford,98000.0,No,No,Second-Hand Dwelling house /Apartment,,98000.0,,2066.66,,2016Q2,2.0
2014-12-17,"['10 caislean oir', ' athenry', ' galway']",,Galway,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,Galway,2012.89,79934.0,2014Q4,4.0
2016-06-29,"['apt at 40 abbey rd', ' deansgrange', ' blackrock']",,Dublin,95000.0,No,No,Second-Hand Dwelling house /Apartment,,95000.00000000006,,2070.77,,2016Q2,2.0
2014-11-17,"['lisclogher great', ' delvin', ' co westmeath']",,Westmeath,50000.0,No,No,Second-Hand Dwelling house /Apartment,,50000.00000000001,,2041.32,,2014Q4,4.0
2017-02-09,"['ardscull', ' athy', ' kildare']",,Kildare,252500.0,No,No,Second-Hand Dwelling house /Apartment,,252500.0,Small Towns,2307.87,,2017Q1,1.0
2017-12-20,"['barrack st', ' ballaghadereen', ' roscommon']",,Roscommon,39000.0,No,No,Second-Hand Dwelling house /Apartment,,39000.00000000002,,2679.25,,2017Q4,4.0
2015-03-09,"['134 brooklands', ' clane', ' kildare']",,Kildare,207000.0,No,No,Second-Hand Dwelling house /Apartment,,207000.0000000001,,2079.43,,2015Q1,1.0
2016-05-24,"['1 priory house', ' spawell rd', ' wexford']",,Wexford,101000.0,No,No,Second-Hand Dwelling house /Apartment,,101000.00000000007,Wexford,2076.06,20188.0,2016Q2,2.0
2011-06-17,"[""31 st. john's tce"", ' sligo']",,Sligo,58000.0,No,No,Second-Hand Dwelling house /Apartment,,58000.00000000002,Sligo,1271.5,19199.0,2011Q2,2.0
2021-07-30,"['18 meadowbank', ' bushy park rd', ' dublin 6']",Dublin 6,Dublin,625000.0,No,No,Second-Hand Dwelling house /Apartment,,625000.0000000002,,4395.26,,2021Q3,3.0
2018-03-16,"['apt 16', ' southpoint', ' main st']",,Wicklow,222500.0,No,No,Second-Hand Dwelling house /Apartment,,222500.0000000001,,2752.01,,2018Q1,1.0
2017-05-04,"['16 ardagh drive', ' blackrock', ' co dublin']",,Dublin,495000.0,No,No,Second-Hand Dwelling house /Apartment,,494999.9999999999,,2389.52,,2017Q2,2.0
2017-06-22,"['33 annabella park', ' kennell hill', ' mallow']",,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,,79999.99999999994,Small Towns,2434.5,,2017Q2,2.0
2012-03-29,"['coolanearl', ' redcross']",,Wicklow,160000.0,No,No,Second-Hand Dwelling house /Apartment,,159999.9999999999,,1403.28,,2012Q1,1.0
2021-12-10,"['knockdomney', ' moate', ' westmeath']",,Westmeath,335000.0,No,No,Second-Hand Dwelling house /Apartment,,334999.9999999998,,4712.02,,2021Q4,4.0
2013-08-16,"['bridge street', ' louisburgh']",,Mayo,10000.0,No,No,Second-Hand Dwelling house /Apartment,,10000.00000000001,,1655.83,,2013Q3,3.0
2012-08-22,"['128 parnell road', ' dolphins barn', ' dublin 12']",Dublin 12,Dublin,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,,1413.49,,2012Q3,3.0
2013-09-04,"['10 westend gate', ' tallaght dublin 24', ' dublin']",Dublin 24,Dublin,112000.0,No,No,Second-Hand Dwelling house /Apartment,,112000.00000000004,Dublin,1653.08,1173179.0,2013Q3,3.0
2015-07-20,"['toberscanavan', ' collooney', ' sligo']",,Sligo,225000.0,No,No,Second-Hand Dwelling house /Apartment,,225000.00000000012,Sligo,2128.28,19199.0,2015Q3,3.0
2016-02-11,"['76 boot rd', ' clondalkin', ' dublin 22']",Dublin 22,Dublin,10476.0,No,No,Second-Hand Dwelling house /Apartment,,10476.000000000002,,1829.08,,2016Q1,1.0
2017-04-08,"['2 village green', ' firies', ' killarney']",,Kerry,110000.0,No,No,Second-Hand Dwelling house /Apartment,,109999.99999999993,Killarney,2355.54,14504.0,2017Q2,2.0
2012-04-03,"['cloghauninchy', ' quilty']",,Clare,40000.0,No,No,Second-Hand Dwelling house /Apartment,,39999.99999999997,,1413.38,,2012Q2,2.0
2019-05-30,"['6 parramadda court', ' kingsgate', ' duleek']",,Meath,211684.17,No,No,Second-Hand Dwelling house /Apartment,,211684.16999999995,,2788.86,,2019Q2,2.0
2014-02-14,"['2 glenville house', ' rooskey', ' roscommon']",,Roscommon,12000.0,No,No,Second-Hand Dwelling house /Apartment,,11999.999999999993,,1838.63,,2014Q1,1.0
2013-09-27,"['48 charieville close', ' rathmines']",Dublin 6,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,359999.99999999994,,1691.75,,2013Q3,3.0
2021-12-16,"['8 martello mews', ' rushbrooke', ' cobh']",,Cork,240999.09,No,Yes,New Dwelling house /Apartment,,240999.0899999999,Small Towns,4668.67,,2021Q4,4.0
2017-03-03,"['9 rossdaragh hill', ' portlaoise', ' co. laois']",,Laois,200000.0,No,No,Second-Hand Dwelling house /Apartment,,200000.0000000001,Port Laoise,2383.12,,2017Q1,1.0
2017-03-21,"['new line', ' clonea rd', ' abbeyside']",,Waterford,215000.0,No,No,Second-Hand Dwelling house /Apartment,,215000.0000000001,,2344.02,,2017Q1,1.0
2015-01-30,"['14 pembrook meadows', ' passage west', ' cork']",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,Cork,1994.99,208669.0,2015Q1,1.0
2018-08-09,"['69 fernleigh dr', ' carpenterstown', ' dublin 15']",Dublin 15,Dublin,358000.0,No,No,Second-Hand Dwelling house /Apartment,,357999.99999999994,,2853.58,,2018Q3,3.0
2011-02-28,"['63 steeplechase hill', ' ratoath', ' county meath']",,Meath,130000.63,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,130000.62999999996,,1327.22,,2011Q1,1.0
2018-08-15,"['27 glenheron walk', ' glenheron', ' greystones']",,Wicklow,494999.6,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,494999.5999999999,Small Towns,2818.37,,2018Q3,3.0
2013-05-31,"['19 palmerston park', ' rathmines']",Dublin 6,Dublin,1750000.0,No,No,Second-Hand Dwelling house /Apartment,,,,1630.74,,2013Q2,2.0
2020-03-06,"['22 hastings st', ' ringsend', ' dublin 4']",Dublin 4,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,,424999.9999999997,,2972.37,,2020Q1,1.0
2019-10-31,"['67 bremore pastures way', ' bremore pastures', ' balbriggan']",,Dublin,171000.0,No,No,Second-Hand Dwelling house /Apartment,,171000.00000000003,Small Towns,3037.56,,2019Q4,4.0
2019-09-26,"['glenfarne', ' moorspark', ' donard']",,Wicklow,330000.0,No,No,Second-Hand Dwelling house /Apartment,,330000.0000000001,,2977.62,,2019Q3,3.0
2015-10-23,"['pollranny', ' achill sound', ' achill']",,Mayo,120000.0,No,No,Second-Hand Dwelling house /Apartment,,120000.00000000006,,2075.15,,2015Q4,4.0
2021-08-18,"['7 phelan drive west', ' royal canal park', ' ashtown']",Dublin 15,Dublin,552745.0,No,Yes,New Dwelling house /Apartment,,552745.0000000001,,4400.27,,2021Q3,3.0
2021-02-12,"['8 gainsborough downs', ' malahide', ' dublin']",,Dublin,520000.0,No,No,Second-Hand Dwelling house /Apartment,,520000.0000000003,Dublin,3934.83,1173179.0,2021Q1,1.0
2019-05-08,"['15 woodbrook court', ' riverwood rd', ' carpenterstown dublin 15']",Dublin 15,Dublin,283000.0,No,No,Second-Hand Dwelling house /Apartment,,282999.99999999994,,2879.42,,2019Q2,2.0
2021-09-06,"['2 hunters way', ' hunterswood', ' ballycullen rd dublin 24']",Dublin 24,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,,435000.0000000004,,4535.43,,2021Q3,3.0
2017-03-02,"['4 ashfield avenue', ' ridgewood', ' forrest road']",,Dublin,436975.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,436975.0,,2381.92,,2017Q1,1.0
2020-03-24,"['15 aengus hall', ' belgard sq', ' west tallaght dublin 24']",Dublin 24,Dublin,195788.0,No,No,Second-Hand Dwelling house /Apartment,,195787.99999999985,,2447.33,,2020Q1,1.0
2019-11-15,"['80 the crescent', ' carrickmines manor', ' glenamuck rd dublin 18']",Dublin 18,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,295000.00000000006,,3120.46,,2019Q4,4.0
2017-03-31,"['24 braemor dr', ' churchtown', ' dublin']",Dublin 14,Dublin,419000.0,No,No,Second-Hand Dwelling house /Apartment,,419000.0000000001,Dublin,2362.72,1173179.0,2017Q1,1.0
2013-05-17,"['apartment 22 jutland hall', ' dock road']",,Limerick,41000.0,No,No,Second-Hand Dwelling house /Apartment,,41000.00000000003,,1667.47,,2013Q2,2.0
2010-05-13,"['160 glanntan', ' golf links road', ' castletroy']",,Limerick,181600.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,181600.0,,1157.44,,2010Q2,2.0
2017-06-01,"['43 woodhaven', ' bishopstown', ' cork']",,Cork,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,Cork,2430.06,208669.0,2017Q2,2.0
2021-08-12,"['14 funshion', ' river valley', ' spa glen']",,Cork,222000.0,No,No,Second-Hand Dwelling house /Apartment,,222000.0000000001,,4460.84,,2021Q3,3.0
2012-12-12,"['drummons', ' scotstown']",,Monaghan,132500.0,No,No,Second-Hand Dwelling house /Apartment,,132499.99999999994,,1428.48,,2012Q4,4.0
2018-06-25,"['4b old court park', ' bray', ' county wicklow']",,Wicklow,88105.0,No,No,Second-Hand Dwelling house /Apartment,,88105.00000000007,Small Towns,2717.07,,2018Q2,2.0
2019-12-20,"['apt 1', ' 36 york rd', ' dun laoghaire']",,Dublin,210268.0,No,No,Second-Hand Dwelling house /Apartment,,210268.0000000001,,3221.22,,2019Q4,4.0
2020-01-07,"['ballinarrry', ' carrickmacross']",,Monaghan,175925.0,No,Yes,New Dwelling house /Apartment,,175925.0000000001,Small Towns,3237.18,,2020Q1,1.0
2011-02-18,"['10 cremore close', ' grange manor', ' waterford city']",,Waterford,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,,1343.01,,2011Q1,1.0
2018-11-30,"['48 ellenfield rd', ' whitehall', ' dublin 9']",Dublin 9,Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,,305000.0,,2760.17,,2018Q4,4.0
2021-08-27,"['36 dan corkery place', ' macroom', ' cork']",,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,,194999.99999999997,Cork,4509.37,208669.0,2021Q3,3.0
2017-12-11,"['4 riverview', ' beach rd', ' passage west']",,Cork,206250.0,No,No,Second-Hand Dwelling house /Apartment,,206249.99999999988,Small Towns,2659.99,,2017Q4,4.0
2013-11-11,"['waterdale', ' claregalway']",,Galway,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,,1771.89,,2013Q4,4.0
2016-08-31,"['1 coldcut park', ' coldcut rd', ' clondalkin dublin 22']",Dublin 22,Dublin,18150000.0,No,No,Second-Hand Dwelling house /Apartment,,,,2170.95,,2016Q3,3.0
2014-06-12,"['4 deery tce', ' inniskeen', ' dundalk']",,Louth,58000.0,No,No,Second-Hand Dwelling house /Apartment,,58000.00000000002,Dundalk,1930.11,39004.0,2014Q2,2.0
2012-06-08,"['4 creevaghbawn', ' ballymahon']",,Longford,44999.35,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,44999.350000000006,,1325.66,,2012Q2,2.0
2016-07-21,"['9 kenure court', ' powerscourt', ' dunmore rd']",,Waterford,135000.0,No,No,Second-Hand Dwelling house /Apartment,,135000.00000000012,,2165.17,,2016Q3,3.0
2018-06-15,"['41 ashfort', ' golf links rd', ' castletroy']",,Limerick,242500.0,No,No,Second-Hand Dwelling house /Apartment,,242500.00000000015,,2779.66,,2018Q2,2.0
2020-10-02,"['5 the hawthorns', ' limerick rd', ' ennis']",,Clare,205000.0,No,No,Second-Hand Dwelling house /Apartment,,205000.0,Ennis,3348.44,25276.0,2020Q4,4.0
2018-04-09,"['20a gateway crescent', ' gateway', ' ballymun']",Dublin 11,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,,155000.0,,2613.16,,2018Q2,2.0
2013-04-05,"['241a limetree avenue', ' portmarnock']",,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,359999.99999999994,,1553.28,,2013Q2,2.0
2020-06-19,"['unit 24   block 8', ' dunsoghly way', ' ratoath road']",Dublin 11,Dublin,334999.79,No,Yes,New Dwelling house /Apartment,,334999.79,,3097.74,,2020Q2,2.0
2017-12-20,"['tir na nog', ' bolinrady', ' ballycanew']",,Wexford,162500.0,No,No,Second-Hand Dwelling house /Apartment,,162499.9999999999,,2679.25,,2017Q4,4.0
2017-07-18,"['walshestown', ' mullingar', ' westmeath']",,Westmeath,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,Mullingar,2460.61,20928.0,2017Q3,3.0
2014-08-28,"['1 patrick st', ' athlone', ' westmeath']",,Westmeath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30000.000000000007,Athlone,1996.74,21349.0,2014Q3,3.0
2017-11-27,"['170 kylemore', ' old schoolhouse road', ' monaleen']",,Limerick,268999.98,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,268999.98000000004,,2601.42,,2017Q4,4.0
2019-05-07,"['11 somerton avenue', ' newcastle road', ' lucan']",,Dublin,389999.99,No,Yes,New Dwelling house /Apartment,,389999.9900000002,,2884.05,,2019Q2,2.0
2012-01-25,"[""'annesgrove'"", ' 33 glasheen road']",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,,240000.00000000012,,1326.05,,2012Q1,1.0
2016-03-16,"['kendale', ' 9 linden grove', ' grove ave']",,Dublin,680000.0,No,No,Second-Hand Dwelling house /Apartment,,680000.0000000001,,2027.22,,2016Q1,1.0
2018-02-01,"['13 glensheen', ' gort rd', ' ennis']",,Clare,63500.0,Yes,No,Second-Hand Dwelling house /Apartment,,63499.99999999997,Ennis,2821.98,25276.0,2018Q1,1.0
2015-09-23,"['5', ' bracken park drive', ' castleknock']",Dublin 15,Dublin,726400.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,726400.0000000002,,1938.76,,2015Q3,3.0
2020-01-31,"['1 st johns crescent', ' clondalkin', ' dublin 22']",Dublin 22,Dublin,286000.0,No,No,Second-Hand Dwelling house /Apartment,,285999.9999999999,,3225.52,,2020Q1,1.0
2010-08-27,"['no.33 windtown park', ' rathowen']",,Westmeath,90000.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,89999.99999999997,,1064.59,,2010Q3,3.0
2017-09-28,"['3 burnell park green', ' castleknock', ' dublin 15']",Dublin 15,Dublin,498000.0,No,No,Second-Hand Dwelling house /Apartment,,497999.9999999998,,2510.06,,2017Q3,3.0
2019-09-12,"['5 willow brook', ' primrose gate', ' hazelhatch rd']",,Kildare,190657.0,No,No,Second-Hand Dwelling house /Apartment,,190657.0000000001,,3009.57,,2019Q3,3.0
2019-03-29,"['4 larkfield close', ' leopardstown']",Dublin 18,Dublin,524999.93,No,Yes,New Dwelling house /Apartment,,524999.9299999996,,2834.4,,2019Q1,1.0
2015-12-10,"['21 dundela haven', ' sandycove', ' dublin']",,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,,400000.0000000002,Dublin,2052.23,1173179.0,2015Q4,4.0
2014-07-25,"['33 virginia drive', ' finglas', ' dublin 11']",Dublin 11,Dublin,70000.0,No,No,Second-Hand Dwelling house /Apartment,,69999.99999999994,,1978.34,,2014Q3,3.0
2012-05-21,"['17a corrig road', ' dalkey']",,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,,365000.0000000002,,1315.99,,2012Q2,2.0
2012-03-09,"['6 woodbrook', ' culfadda', ' ballymote']",,Sligo,38930.5,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,38930.49999999999,,1370.87,,2012Q1,1.0
2014-12-18,"['21 st colmbanus avenue', ' miltown', ' dublin 24']",Dublin 24,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,,350000.0000000001,,2061.23,,2014Q4,4.0
2019-10-18,"['5 botanic mews', ' prospect ave', ' glasnevin']",Dublin 9,Dublin,352000.0,No,No,Second-Hand Dwelling house /Apartment,,352000.0000000001,,2986.2,,2019Q4,4.0
2017-06-09,"['emmet st', ' trim', ' meath']",,Meath,112500.0,No,No,Second-Hand Dwelling house /Apartment,,112500.00000000006,Small Towns,2431.77,,2017Q2,2.0
2019-08-23,"['no 2 riverview', ' collooney', ' county sligo']",,Sligo,130000.0,No,No,Second-Hand Dwelling house /Apartment,,130000.00000000006,,2847.11,,2019Q3,3.0
2012-06-01,"['apt 92 alliance building', ' the gasworks barrow street', ' south lotts road']",,Dublin,164431.57,No,No,Second-Hand Dwelling house /Apartment,,164431.56999999995,,1278.04,,2012Q2,2.0
2013-11-14,"['drumallaght', ' new inns', ' ballyjamesduff']",,Cavan,115000.0,No,No,Second-Hand Dwelling house /Apartment,,115000.00000000007,,1790.62,,2013Q4,4.0
2018-05-03,"['number 1', ' cnoc na si', ' portumna']",,Galway,198625.0,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,198625.00000000012,,2629.73,,2018Q2,2.0
2020-04-09,"['millrace house', ' lower masseytown', ' macroom']",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,,139999.9999999999,Small Towns,2789.82,,2020Q2,2.0
2017-09-29,"['60 landscape pk', ' churchtown', ' dublin 14']",Dublin 14,Dublin,655000.0,No,No,Second-Hand Dwelling house /Apartment,,655000.0000000002,,2519.36,,2017Q3,3.0
2014-10-31,"['7 ballentree close', ' tyrellstown', ' dublin 15']",Dublin 15,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,,215000.0000000001,,2018.05,,2014Q4,4.0
2019-07-23,"['10 sli na coille', ' belturbet']",,Cavan,278075.0,No,Yes,New Dwelling house /Apartment,,278075.0,Small Towns,3005.47,,2019Q3,3.0
2016-11-22,"['104 hillside dr', ' mullingar', ' co westmeath']",,Westmeath,180000.0,No,No,Second-Hand Dwelling house /Apartment,,179999.99999999997,Mullingar,2202.94,20928.0,2016Q4,4.0
2014-07-29,"['35 st davids terrace', ' naas', ' kildare']",,Kildare,141000.0,No,No,Second-Hand Dwelling house /Apartment,,141000.0,Naas,1969.95,21393.0,2014Q3,3.0
2020-07-22,"['91  drumingh manor', ' portmarnock']",,Dublin,550000.0,No,Yes,New Dwelling house /Apartment,,550000.0000000001,,3276.02,,2020Q3,3.0
2016-03-10,"['130 saunders lane', ' rathnew', ' wicklow']",,Wicklow,220000.0,No,No,Second-Hand Dwelling house /Apartment,,219999.99999999985,Wicklow,1989.57,10584.0,2016Q1,1.0
2016-05-23,"['10 edel quinn place', ' kanturk', ' cork']",,Cork,75000.0,No,No,Second-Hand Dwelling house /Apartment,,74999.99999999996,Cork,2048.04,208669.0,2016Q2,2.0
2020-06-18,"['22c mountdown rd', ' dublin 12', ' dublin']",Dublin 12,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,269999.99999999977,Dublin,3115.34,1173179.0,2020Q2,2.0
2019-10-30,"['20 carrickhill heights', ' portmarnock', ' dublin']",Dublin 13,Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,,669999.9999999998,Dublin,3046.77,1173179.0,2019Q4,4.0
2014-12-22,"['7 whitethorn way', ' palmerstown', ' dublin 20']",Dublin 22,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,260000.00000000012,,2078.54,,2014Q4,4.0
2020-12-08,"['84 glasmore park', ' swords', ' dublin']",,Dublin,230000.0,Yes,No,Second-Hand Dwelling house /Apartment,,230000.0000000002,Dublin,3702.25,1173179.0,2020Q4,4.0
2021-03-23,"['1 corbally rise', ' wstbrook glen', ' saggart']",Dublin 24,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,264999.9999999999,,3910.52,,2021Q1,1.0
2016-12-02,"['19 cathair lakes', ' killorglin', ' kerry']",,Kerry,170000.0,Yes,No,Second-Hand Dwelling house /Apartment,,170000.0,,2191.95,,2016Q4,4.0
2019-02-01,"['7 chestnut mews', ' cluain ard cobh', ' cork']",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,,240000.00000000012,Cork,2706.53,208669.0,2019Q1,1.0
2010-07-27,"['8 ellenfield road', ' whitehall']",Dublin 9,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,249999.99999999985,,1113.84,,2010Q3,3.0
2017-10-09,"['3 crestfield downs', ' riverstown', ' glanmire']",,Cork,215000.0,No,No,Second-Hand Dwelling house /Apartment,,215000.0000000001,,2544.73,,2017Q4,4.0
2010-08-11,"['97 coliemore road', ' dalkey']",,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,,350000.0000000001,,1089.47,,2010Q3,3.0
2019-12-20,"['64 ridgewood close', ' forest rd', ' swords']",,Dublin,457500.0,No,No,Second-Hand Dwelling house /Apartment,,457499.9999999997,,3221.22,,2019Q4,4.0
2020-02-25,"['4 the paddocks', ' donabate']",,Dublin,395000.0,No,Yes,New Dwelling house /Apartment,,395000.0,,3128.21,,2020Q1,1.0
2014-06-13,"['20 craddockstown way', ' naas', ' kildare']",,Kildare,226000.0,No,No,Second-Hand Dwelling house /Apartment,,226000.00000000003,Naas,1936.16,21393.0,2014Q2,2.0
2019-02-22,"['492 ard mhuire', ' rathangan', ' kildare']",,Kildare,155000.0,No,No,Second-Hand Dwelling house /Apartment,,155000.0,,2792.67,,2019Q1,1.0
2012-11-30,"['pier gate', ' fenit']",,Kerry,85000.0,No,No,Second-Hand Dwelling house /Apartment,,85000.0,,1416.18,,2012Q4,4.0
2018-10-01,"['10 melview', ' clonmel', ' co tipperary']",,Tipperary,280000.0,No,No,Second-Hand Dwelling house /Apartment,,279999.9999999998,Small Towns,2924.59,,2018Q4,4.0
2021-01-04,"['38 sika woods', ' kilgarron', ' enniskerry']",,Wicklow,812797.33,No,Yes,New Dwelling house /Apartment,,812797.3299999996,,3700.65,,2021Q1,1.0
2015-12-23,"['7 the meadows', ' tir cluain', ' midleton']",,Cork,171000.01,No,Yes,New Dwelling house /Apartment,between 38 and 125 sq metres,171000.01000000004,Small Towns,2064.29,,2015Q4,4.0
2014-10-03,"['tenby cottage', ' castle rd', ' blackrock']",,Cork,640000.0,No,No,Second-Hand Dwelling house /Apartment,,639999.9999999998,,1967.9,,2014Q4,4.0
2016-11-03,"['30 frascati hall', ' sweetmans ave', ' blackrock']",,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,,370000.0000000001,,2088.66,,2016Q4,4.0
2018-05-25,"['emlagharan', ' ballyconneely', ' county galway']",,Galway,480000.0,No,No,Second-Hand Dwelling house /Apartment,,480000.0000000003,,2721.33,,2018Q2,2.0
2021-08-04,"['apt 14 delgany hills', ' delgany', ' co wicklow']",,Wicklow,524266.0,No,No,Second-Hand Dwelling house /Apartment,,524265.9999999998,,4402.68,,2021Q3,3.0
